16876

49, 14, 120, 26, 128, 142, 62, 97, 87, 65, 16, 75
129, 91, 100, 51, 90, 83, 45, 77, 11, 82, 113, 151
92, 137, 7, 28, 66, 94, 86, 132, 111, 102, 96, 59
126, 1, 117, 9, 108, 40, 80, 146, 78, 125, 139, 70
41, 110, 54, 121, 21, 135, 73, 106, 3, 42, 32, 143
148, 13, 63, 64, 141, 43, 24, 156, 150, 8, 149, 71
131, 133, 50, 154, 98, 123, 53, 144, 85, 140, 31, 23
15, 147, 118, 20, 68, 36, 103, 93, 99, 69, 122, 38
72, 48, 33, 84, 79, 74, 30, 22, 155, 25, 138, 34
61, 56, 152, 105, 95, 55, 115, 6, 35, 4, 67, 17
88, 57, 2, 119, 81, 89, 112, 136, 76, 153, 5, 47
18, 107, 52, 134, 10, 39, 58, 29, 114, 109, 60, 12
101, 27, 44, 124, 130, 104, 127, 145, 46, 19, 116, 37
