16876

15, 147, 118, 20, 68, 36, 103, 93, 99, 69, 122, 38
72, 48, 33, 84, 79, 74, 30, 22, 155, 25, 138, 34
126, 1, 117, 9, 108, 40, 80, 146, 78, 125, 139, 70
59, 96, 102, 111, 132, 86, 94, 66, 28, 7, 137, 92
12, 60, 109, 114, 29, 58, 39, 10, 134, 52, 107, 18
41, 110, 54, 121, 21, 135, 73, 106, 3, 42, 32, 143
151, 113, 82, 11, 77, 45, 83, 90, 51, 100, 91, 129
88, 57, 2, 119, 81, 89, 112, 136, 76, 153, 5, 47
148, 13, 63, 64, 141, 43, 24, 156, 150, 8, 149, 71
61, 56, 152, 105, 95, 55, 115, 6, 35, 4, 67, 17
49, 14, 120, 26, 128, 142, 62, 97, 87, 65, 16, 75
23, 31, 140, 85, 144, 53, 123, 98, 154, 50, 133, 131
101, 27, 44, 124, 130, 104, 127, 145, 46, 19, 116, 37
